Building Size,County,Land Size,Price,Year Built,bathroom(s),bedroom(s),livingroom(s)
189.15,San Bernardino,408.77,885000,1989,3,3,1
153.1,Kings (Brooklyn),185.81,1395000,1925,3,3,0
286.61,Columbia,647.5,605000,2013,3,4,0
173.91,Warren,8174.66,429000,1930,2,3,0
146.51,Perry County,768.9,215000,1972,2,3,1
128.21,Jefferson,647.5,235000,1964,1,3,1
154.22,Nueces,607.03,283000,2000,2,3,0
229.47,Wayne,687.97,335000,2005,3,3,1
259.76,Hamilton,1780.62,550000,1973,3,4,1
206.43,Weld,485.62,600000,2001,4,4,0
116.69,Lincoln,485.62,349500,1993,0,3,1
284.38,Spokane,1011.72,525000,1992,3,5,0
195.1,Jasper,36421.74,395000,1900,3,4,1
184.69,Orange,1133.12,475000,1975,2,1,1
130.9,Johnson,161.87,275000,2016,2,3,1
97.64,MADISON,1092.65,169900,1962,2,2,0
106.84,Milwaukee,566.56,109900,1926,1,2,0
213.21,Hamilton,80.94,439990,2025,4,3,0
120.4,Washington,485.62,275000,1996,2,3,0
130.44,Clinton,9307.78,209995,2000,2,3,0
185.43,Kalamazoo,2104.37,225000,1938,2,4,1
122.63,New Hanover,80.94,267900,2005,2,3,0
153.66,Kent,1214.06,365000,1968,2,3,1
107.02,Sarasota County,364.22,185000,1977,2,2,0
122.45,Mobile,2711.4,140000,1990,1,4,0
266.63,MADISON,4046.86,479900,1962,3,4,0
231.14,Gilmer,5099.04,464900,2006,3,4,0
164.81,Baldwin,967.2,427800,2002,2,3,0
116.78,DeKalb,3035.15,219900,2025,2,2,1
168.43,Bartow - GA,1092.65,369900,2025,3,4,0
289.67,Santa Rosa,1942.49,565000,2025,3,4,1
194.54,Lubbock,768.9,185000,2005,2,4,0
260.5,Bath,163088.45,599000,2022,0,6,1
221.95,Jefferson,687.97,535000,2025,4,4,0
197.7,Pierce,40468.6,310000,2020,3,5,0
146.42,Denver,647.5,510000,1953,2,2,0
122.72,Orangeburg,2509.05,125000,1986,2,3,0
210.89,Suffolk County,1011.72,3250000,1995,3,3,0
222.97,Alamance,1456.87,449900,2006,2,3,0
220.46,GIBSON,1011.72,429900,2011,3,4,1
93.65,Marshall,971.25,185000,1961,2,3,0
284.56,Stanislaus,2131.29,745000,2025,4,4,1
226.78,Maricopa,728.43,1197000,1997,3,4,0
282.52,Dane,1942.49,775000,1976,4,3,1
93.65,Dane,930.78,349900,1962,2,3,1
143.07,Jackson,680.68,209950,1940,2,4,0
252.32,Hartford,1335.46,324000,1900,2,4,0
63.55,Polk,1137.17,167500,1941,1,1,0
68.93,Franklin,3399.36,339900,2021,1,1,1
272.58,Riverside,526.11,829999,1995,3,4,0
94.85,Seminole,80.94,179900,1988,2,2,1
415.18,Suffolk County,4046.86,1875000,1998,4,5,1
250.65,Douglas,161.87,829000,2009,3,3,0
173.08,Lake,440.7,548900,2023,2,2,0
116.13,St. Johns,809.37,330000,2018,2,3,0
127.0,Suffolk County,485.62,479900,1947,2,3,0
294.6,Union,6960.6,835000,2025,3,4,0
144.09,Greene,930.78,265000,2023,2,3,0
231.98,Williamson,1036.81,515000,1999,3,3,0
328.04,Hendricks,4249.2,585000,1995,4,3,0
164.62,Paulding - GA,1861.56,299999,1995,3,3,0
148.83,Clark,445.15,420000,1985,3,3,1
159.42,Los Angeles,682.65,1468000,1972,2,4,1
138.05,Middlesex,100.36,425000,1980,2,2,0
78.97,Maricopa,283.28,295000,1983,2,2,0
175.77,Teton,1497.34,1250000,2022,2,3,0
227.89,York,1214.06,385000,2013,3,4,0
124.49,Blair,13840.26,209900,1948,1,3,0
123.75,Douglas,483.1,219000,1953,2,4,1
256.51,Santa Rosa,8700.75,719900,2025,3,4,0
87.7,Chatham County,80.94,475000,1999,2,2,0
113.53,Hancock,1335.46,309000,2010,2,3,0
214.14,Clackamas,566.56,675000,1988,3,4,0
313.36,Barrow - GA,4856.23,559900,2022,4,5,0
194.54,Travis,973.67,725000,1956,2,4,0
205.22,Navajo,1133.12,599000,2017,2,4,0
84.54,Clark,526.09,64900,1935,1,2,1
104.05,Lawrence County,2832.8,164999,1987,1,3,1
189.89,Larimer,283.28,489990,2025,3,3,0
104.05,HENRY,2428.12,259500,2016,2,2,1
174.01,Multnomah,485.62,659000,1927,2,3,0
68.01,Carroll County,445.15,120000,1901,1,2,1
139.35,Brunswick,485.62,1100000,1995,3,4,0
128.67,Walker,2023.43,298500,2025,2,3,0
183.76,Travis,683.11,634900,2001,2,4,0
112.97,Kerr,66166.16,415000,1986,2,3,0
98.2,Essex,202.34,489000,1900,1,3,0
125.98,Fulton - GA,1092.65,654999,2007,2,3,0
127.65,Bexar,465.39,290000,1989,2,3,1
136.2,Jackson - GA,3358.89,359000,1987,2,3,0
106.19,Clayton - GA,1038.83,235000,1994,2,3,0
233.93,Lee,2023.83,664900,2025,4,3,0
107.77,Wheatland,2589.99,259000,1920,1,3,0
93.65,Chatham County,80.94,425000,1999,2,2,0
157.75,Multnomah,485.62,499000,1927,1,2,0
328.69,Cobb - GA,2329.37,1100000,1981,5,4,0
132.48,Osage,133.55,330000,2024,2,3,0
204.57,Santa Clara,752.72,2250000,1953,0,5,0
139.73,Duval,1780.62,195000,1951,1,4,0
365.95,Dane,2144.84,750000,2002,4,5,1
96.99,Hennepin,121.41,235000,1981,2,2,0
354.8,Jefferson,768.9,724900,2002,4,3,0
204.39,El Paso,563.32,407000,2006,2,3,1
206.71,Harnett,2023.43,384706,2025,3,4,0
200.58,Marion,930.78,349900,1963,2,4,1
154.4,Chatham County,607.03,265000,2008,3,4,0
173.08,Monmouth,768.9,735000,1989,3,4,0
141.49,Larimer,283.28,499990,2025,3,3,0
194.26,Wake,971.25,345000,2019,3,3,0
92.9,Clark,290.97,235000,1973,1,1,0
187.94,Shasta,1052.18,499000,1996,2,4,0
222.04,Hillsborough,12221.52,459900,1990,2,4,0
179.49,El Paso,20234.3,615000,1981,3,3,1
307.6,Washington,849.84,858000,2004,3,5,0
169.55,Larimer,242.81,484990,2025,3,3,0
356.1,Pueblo,900.43,490000,2003,2,3,1
130.06,Aiken,809.37,194000,2003,2,3,1
248.61,St. Johns,1375.93,724900,2005,3,4,0
221.95,Charleston,10926.52,874900,1992,3,3,0
218.32,Vilas,8174.64,399000,1999,3,2,1
180.05,York County VA,161.87,438991,2026,4,4,0
169.27,Hamilton,1804.9,439900,1983,3,4,1
299.89,Bexar,1634.53,599500,1992,3,5,0
124.86,Monmouth,364.22,469900,1924,1,4,0
128.21,Hillsborough,728.43,850000,1979,0,4,0
246.19,Fulton,246.86,1200000,2001,2,2,0
131.09,Grayson,497.76,239999,2025,2,3,0
391.03,Warren,21545.48,1250000,1989,4,4,1
240.99,Guadalupe,1375.93,520000,2019,3,4,0
95.13,Mason,5584.67,194000,1990,2,2,0
172.34,Brevard,1335.46,354900,1970,2,3,1
137.5,Brevard,526.09,320000,2016,2,3,0
124.86,Calhoun,1173.59,195000,1960,2,4,0
143.91,Nueces,607.03,220000,1983,2,3,1
109.72,Clinton County,647.5,179900,1923,1,3,1
202.25,Marion,6353.57,849900,1990,3,3,0
117.52,Dubuque,687.97,279900,1968,2,3,1
128.67,Bexar,558.47,249000,2005,2,3,1
269.42,Bexar,534.19,400000,2007,3,5,1
196.21,Cumberland,7446.22,665000,1994,3,3,1
163.32,St Louis City,354.1,140000,1922,2,4,0
190.73,Pickens,1821.09,375000,1982,3,3,0
328.88,"Johnson, KS",1058.25,599950,1966,4,4,1
280.1,Forsyth,1254.53,525000,2003,3,5,0
184.78,Richland County,1899.19,247000,1940,2,3,1
237.92,Waukesha,2225.77,699900,2003,3,4,0
264.4,Fayette,1618.74,599000,1988,3,4,0
240.99,Caddo,1411.54,380000,1955,3,3,0
217.39,Pima,809.37,650000,1949,3,4,0
737.93,Rockingham,51233.25,1289000,2008,6,6,0
121.52,Hillsborough,768.9,355000,1982,2,3,1
372.73,Washington-MN,1861.56,674900,1995,4,5,0
589.56,McKean,3237.49,689900,1905,9,8,0
156.08,Knott,1537.81,169000,2002,2,3,1
164.62,St Johns,687.97,449999,2001,2,4,1
290.23,Fayette,41075.63,2350000,2020,3,3,0
104.05,Hubbard,10198.09,375000,2008,2,2,0
200.11,Nassau County,650.33,949888,1959,3,4,0
100.34,Jefferson,4289.67,225000,1995,2,3,1
186.74,Leon,364.22,462900,2025,3,3,0
522.67,Summit,1335.46,625000,1997,4,4,0
165.18,Wakulla,24038.35,445900,2006,3,3,0
164.9,Anoka,485.62,347000,1922,2,2,0
281.4,Cobb,1586.37,679500,1994,3,4,0
363.81,York,8053.25,875000,2008,5,6,0
208.47,Jackson,898.4,300000,1989,3,4,0
204.39,Bronx County,220.55,799900,1930,3,3,0
166.48,Jackson,378.79,124900,1917,2,4,1
293.67,Tama,24564.44,389000,1969,4,3,0
214.23,Canadian,4734.83,334815,2025,3,4,1
192.12,SPOTSYLVANIA,2549.52,485000,2001,3,3,0
128.58,Putnam County,4046.86,285000,1952,2,2,1
192.77,Suffolk County,1659.21,775000,1998,3,4,0
111.48,Burnet,930.78,212000,1976,1,3,0
335.1,Warren,526.09,779900,2025,5,4,0
200.76,Taylor,28837.92,425000,1997,3,3,0
258.08,Jasper,12140.58,460000,1995,3,4,1
156.36,Lee,930.78,349900,2025,3,4,0
140.56,Other,526.09,149000,1920,2,3,1
122.63,Bosque,817.47,175000,1975,2,3,0
183.58,Newton AR,19870.08,630000,2013,3,2,0
141.21,Alachua,728.43,460000,2020,2,3,1
100.34,Jefferson,4289.67,225000,1995,2,3,0
134.71,Mecklenburg,2792.33,440000,1940,2,3,0
177.26,Santa Rosa,971.25,420000,1998,2,3,0
491.64,CHESTER,2913.74,999999,1959,5,7,0
177.91,Bell,794.8,215000,2005,2,4,0
278.52,Randall,1133.12,445000,1958,4,4,0
115.85,Montgomery,3075.61,259900,1940,2,3,1
131.55,Logan,1011.72,209900,1900,1,3,0
150.97,Lorain,526.09,155000,1955,2,3,0
92.35,Summit,557.25,164900,1952,1,2,0
128.48,El Paso,566.56,249950,1986,2,3,0
85.84,Coos,687.97,235000,1939,1,3,0
322.37,Trempealeau,23067.1,650000,1996,3,4,0
161.19,Lee,930.78,615000,2025,3,4,0
263.01,Los Angeles,1011.72,2749000,2005,5,4,1
137.03,Pottawatomie,5058.98,219900,2024,2,4,0
116.04,Lubbock,607.03,125000,1943,2,3,0
95.13,Oklahoma,650.33,139999,1949,1,3,0
123.84,San Juan,4370.61,650000,2009,2,2,1
307.79,Orange,487.74,2400000,1994,5,5,1
163.23,San Diego,768.9,998000,1959,2,4,0
98.11,Sullivan,2913.74,212500,1984,1,3,0
249.72,Madison,1659.21,115000,1900,3,3,0
149.76,Canadian,4451.55,269900,2025,2,3,0
107.02,Monroe,371.5,250000,1950,2,4,0
349.13,Spokane,2225.77,649900,1979,3,6,0
157.94,Champaign,12909.48,284650,1948,1,3,0
235.6,Franklin,7203.41,565000,2015,3,4,0
111.48,Gilmer,2144.84,409900,2025,2,3,0
303.42,Fulton,1392.12,1199900,2012,4,5,0
261.06,Logan,3318.43,465000,2010,4,4,0
339.28,Paulding,2832.8,500000,1998,4,5,0
573.77,Erie,1861.56,1375000,2007,5,5,1
168.9,Carson City,809.37,515000,1991,3,3,0
178.93,LANCASTER,7041.54,250000,1810,2,3,0
467.4,Carver,1780.62,1699000,2025,5,5,0
100.34,Oahu,34001.71,288000,1988,2,2,0
66.89,Beckham,422.49,80000,1950,1,2,0
84.54,Hernando,809.37,169900,2003,1,2,0
125.98,Fulton,1092.65,654999,2007,2,3,0
212.38,Long,4856.23,329000,2023,3,4,0
178.28,Bell,1889.88,355000,2021,2,4,0
173.26,Clarke,4451.55,450000,1994,3,3,0
179.21,Clark,121.41,699000,2025,4,4,0
208.1,Maricopa,4572.95,725000,2025,3,4,0
478.73,Lancaster,849.84,1080000,2022,5,5,0
169.46,Fairfield,809.37,278000,1975,3,4,1
285.12,Barnstable,2104.37,2195000,1973,5,4,0
262.92,Coweta,728.43,439900,2014,4,4,0
358.88,Cobb,1335.46,665000,1989,3,4,0
206.71,Harnett,2023.43,384706,2025,3,4,1
183.02,El Paso,566.56,364950,2008,3,4,0
149.67,Bulloch,2832.8,279000,2006,2,3,0
193.42,El Paso,607.03,209999,1958,2,4,0
100.06,Jasper,930.78,139900,1925,1,2,1
185.99,Hillsborough,728.43,550000,1966,2,4,1
154.13,Franklin,768.9,254000,1955,2,3,1
266.54,Bell,1618.74,649000,2025,3,4,1
171.31,Wyandotte,2185.3,285000,1955,2,3,1
166.67,McLennan,971.25,312000,1970,2,3,0
153.01,Rockingham,202.34,323000,2022,3,3,0
141.21,Brown,1011.72,274900,1965,2,3,1
162.77,Pueblo,1214.06,439900,2025,2,3,0
128.95,Kanabec,343.98,249900,2002,2,2,0
130.06,Lapeer,2873.27,289900,1971,2,4,0
371.98,Ada,1618.74,2350000,2014,4,5,0
341.42,Washington,202343.0,2075000,2007,4,4,0
146.32,Johnston,2832.8,314900,2002,2,3,1
229.84,Wallowa,2063.9,484000,1959,2,3,0
278.89,Tulsa,1169.54,530000,1964,4,4,0
179.21,Pinal,607.03,325000,2004,2,4,0
125.79,Hennepin,202.34,275000,1981,3,3,0
175.12,Campbell,1416.4,250000,1940,0,3,0
84.73,Fond du Lac,607.03,124900,1900,1,2,1
349.69,Walton,2185.3,5280000,2007,3,4,0
310.3,Hillsborough,1821.09,859000,1920,3,4,1
128.3,Washington,161.87,408000,1998,3,2,0
173.54,BALTIMORE,1335.46,415000,1965,2,4,0
588.08,Christian,19748.68,925000,2021,4,6,1
212.93,York,1861.56,549000,1986,3,4,1
155.98,Leon,1335.46,369000,1993,2,3,0
94.02,JEFFERSON,2144.84,299000,1976,1,3,0
133.69,Whitfield,971.25,329900,2025,2,3,1
145.21,BALTIMORE CITY,202.34,239439,1914,2,4,0
204.39,Lubbock,768.9,285000,1985,3,4,0
77.3,Adams,687.97,460000,1971,2,4,0
465.44,JEFFERSON,1011.72,780000,2014,5,5,0
168.62,Polk,607.03,440000,2022,2,3,0
100.34,Campbell,202.34,239222,1913,1,2,0
206.24,Monroe,40468.6,349500,2007,2,3,1
221.48,Gilmer,26385.53,435777,1990,4,4,0
217.39,St. Charles,971.25,468000,2007,4,4,0
192.77,St. Clair,687.97,220000,1963,2,4,0
206.62,Henrico,1327.37,339900,1998,4,3,0
1003.07,FAIRFAX,3884.99,9500000,2026,10,7,0
120.4,Russell,102587.91,675000,2012,4,2,0
293.2,Pulaski,1740.15,298000,1964,4,6,0
91.04,Iberia,1295.0,137900,1962,1,3,0
129.69,Pinellas,687.97,450000,1987,2,3,0
225.75,HOWARD,1497.34,739900,1992,3,5,0
371.61,Fayette,40468.6,785000,2002,4,5,0
216.37,Clay,1245.22,389000,2020,3,4,0
186.18,Cerro Gordo,566.56,150000,1950,1,3,1
290.6,Berkeley,728.43,475000,2018,3,4,0
144.84,Essex,19020.24,410000,1930,1,3,0
129.41,Wakulla,4046.86,294500,1993,2,3,0
148.64,Escambia - Fl,242.81,149999,1972,3,3,0
570.15,Jefferson,2549.52,1075000,1998,5,4,1
206.9,Washoe,849.84,759000,1986,3,4,0
192.5,MONTGOMERY,1497.34,535000,1955,3,4,0
81.94,Onslow,728.43,1150,1983,2,2,0
225.29,Midland,1052.18,399000,1996,2,3,0
208.47,Ocean,14730.57,749900,1973,2,3,0
182.28,Fayette,2208.78,430000,1959,2,4,1
149.85,Beaufort,647.5,775000,1996,3,3,0
127.18,Clark,566.56,309000,1985,3,3,1
103.03,Indiana,80937.2,230000,1932,1,2,1
139.08,Wakulla,445.15,239900,2025,2,4,0
557.42,Lafayette,3925.45,1500000,2005,6,6,0
273.13,Larimer,3277.96,975000,1987,3,5,0
132.29,Polk,696.06,279900,1959,2,3,0
124.86,Posey County,566.56,64900,1920,2,3,0
161.28,Minnehaha,751.91,309900,1984,2,3,1
110.65,Fond du Lac,607.03,175000,1900,1,3,1
298.03,YORK,404.69,299900,1972,4,8,0
279.92,Jackson Co.,3035.15,459900,2019,3,4,0
219.62,Keokuk,1942.49,349000,1967,4,4,1
431.53,Sarasota,1052.18,3749000,2014,4,4,1
150.6,Collin,566.56,454000,2016,2,3,0
248.05,Lake,849.84,515000,1994,3,4,0
138.24,Allen County,445.15,205000,1925,2,3,1
268.68,FAIRFAX,971.25,925000,1957,4,5,0
244.15,FREDERICK,2266.24,599900,1972,3,5,0
185.81,WORCESTER,809.37,545000,1900,2,3,0
303.05,Oconee,728.43,950000,2019,4,3,0
195.1,Jessamine,26871.15,540000,2024,2,4,1
321.07,Hawkins,1902.02,929900,2021,4,5,0
107.77,PRINCE GEORGES,607.03,515000,2001,3,4,0
150.69,Clermont,1133.12,260000,1951,2,4,1
95.78,Wayne,404.69,199900,1950,1,3,1
82.68,Los Angeles,5503.58,768000,2007,2,1,0
247.4,Riverside,485.62,499000,2023,4,5,0
167.97,SCHUYLKILL,121.41,99900,1900,1,5,0
291.9,St. Louis County,20234.3,599900,1998,4,3,1
164.72,Harnett,1861.56,339706,2025,2,3,0
128.95,Hopkins,493.72,269000,2023,2,3,0
162.77,Dane,728.43,385000,1952,2,4,1
113.06,Lee,501.81,375000,1990,2,2,0
168.15,Hamilton,513.95,259000,1939,2,3,1
69.12,Lancaster,331.76,75000,1915,1,1,0
248.89,Washoe,687.97,1210000,2021,3,3,0
408.49,Allegan,20234.3,1135000,2005,5,6,0
299.52,Guadalupe,809.37,470000,2008,3,5,1
233.93,Bexar,461.34,335000,2019,3,4,1
183.95,Muskegon,7486.69,399000,1986,2,3,1
162.3,El Paso,566.56,430000,1996,3,4,1
89.19,Barry,4046.86,259900,1990,1,3,0
123.0,Dane,526.09,370000,2004,2,3,1
326.46,Cabarrus,1416.4,799500,2026,5,5,0
143.26,Brunswick,445.15,1075000,1984,2,3,0
416.02,Kent,4087.33,1200000,1998,4,5,0
232.82,Tarrant,445.15,458149,2025,3,4,0
140.47,Barry,121405.8,419900,1983,1,3,0
144.46,Orange,526.09,385000,2020,2,3,0
1518.96,Woodford,121405.8,2149000,2006,9,7,1
352.01,Osceola,566.56,689900,2019,5,6,0
129.69,Rock,1092.65,350000,2007,2,3,1
263.38,Mecklenburg,1173.59,689900,2011,4,4,0
201.41,Nueces,5908.42,115000,1982,1,3,0
208.1,Kent,1052.18,429900,2023,2,4,1
378.3,Dallas,878.17,1795000,2007,4,4,0
272.86,Sevier County - 27,3965.92,600000,1999,4,3,0
150.87,Hernando,930.78,589000,2023,2,3,1
624.77,Wake,2913.74,1550000,2013,5,5,1
230.68,Chatham,5260.92,725000,2018,3,3,0
217.76,Cumberland,1456.87,369500,2025,4,4,0
179.21,Collier,72843.48,489999,2021,3,3,0
126.35,Wilson,607.03,263990,2025,3,3,0
234.86,Wake,647.5,595000,2015,3,4,0
162.67,Marion,1173.59,325000,2025,2,4,1
168.99,Harnett,1861.56,344706,2025,2,3,0
168.99,Harnett,1861.56,344706,2025,2,3,0
175.4,Knox County - 1,2306.71,365000,1962,2,3,0
107.02,Leon,485.62,109000,1996,2,3,0
321.82,Summit,1473.06,550000,2010,4,4,0
175.77,Trumbull,2044.07,249900,1973,2,3,0
121.33,Buncombe,2751.86,625000,2001,2,2,0
219.53,Canyon,768.9,570000,2025,3,4,0
177.54,Ada,105.22,800000,2017,3,3,0
94.2,Leon,728.43,249900,2008,2,3,0
175.68,McMinn,1861.56,250000,1950,2,3,0
376.26,Cherokee - GA,1958.68,599000,1991,4,6,0
161.19,Maricopa,607.03,725000,1998,2,3,0
154.22,St. Louis,497.76,425000,2021,3,3,0
163.23,Horry,1011.72,359000,2001,2,3,0
213.31,St. Croix,29485.42,575000,1950,1,3,0
476.04,Cuyahoga,3136.32,869900,2019,5,4,0
138.15,Dallas,720.34,279999,1986,2,3,0
388.24,Sevier,8053.25,1129999,1990,4,4,0
173.26,Granville,35774.24,399900,2000,2,3,1
111.67,Macomb,809.37,249000,1977,1,2,0
98.85,Pinellas,485.62,184000,1980,2,2,1
80.36,Polk,849.84,220000,1962,1,3,1
197.7,St. Louis,549.97,369000,1928,2,4,0
110.0,St Louis City,699.7,185000,1950,2,2,0
300.17,Riverside,607.03,725000,2019,4,4,0
182.93,Maricopa,526.09,799999,2021,3,3,0
100.34,San Bernardino,20234.3,149999,1994,2,3,1
145.58,Maricopa,809.37,1170000,1959,2,4,0
491.55,St. Clair,6960.6,615000,2000,4,4,0
181.44,Maricopa,607.03,499999,2021,3,3,0
184.23,Collier,607.03,729000,2001,3,3,0
108.23,Lehigh,959.11,369900,1950,2,4,0
91.79,Cuyahoga,619.57,195000,1960,1,3,0
75.81,Franklin,651.54,110000,1920,1,2,1
1080.09,Maricopa,10319.49,21800000,2024,9,7,0
